59	 DeGrom, J	NYM	P	0	0	3	0	9	1	0	9	4	2.25	82	28
61	 Adduci, J	DET	RF	0	0	0	0	22	6	1	11	9	1.22	182	49
62	 Taylor, C	LAD	2B	0	0	0	0	70	15	1	30	18	1.67	619	150
63	 Avila, A	DET	C	1	0	0	0	65	16	1	16	19	0.84	526	125
64	 Castillo, W	BAL	C	0	0	0	0	56	10	2	23	32	0.72	444	124
65	 Castro, S	NYY	2B	0	1	0	1	107	20	3	61	51	1.20	902	233
66	 Gonzalez, M	HOU	1B	1	3	2	1	89	21	4	48	24	2.00	719	166
67	 Flores, W	NYM	3B	0	0	0	0	57	11	1	23	40	0.58	456	119
68	 Hicks, J	DET	C	0	0	0	0	28	7	2	18	6	3.00	191	49
68	 Presley, A	DET	OF	0	0	1	0	9	2	0	7	3	2.33	76	19
70	 Gyorko, J	STL	3B	0	1	0	1	90	20	4	43	35	1.23	691	181
71	 Correa, C	HOU	SS	2	2	0	2	108	23	3	49	50	0.98	961	232
72	 Brantley, M	CLE	LF	1	1	0	0	81	15	4	53	45	1.18	755	200
73	 Hosmer, E	KC	1B	0	0	0	1	95	18	9	86	36	2.39	884	233
74	 Frazier, A	PIT	2B	1	2	0	1	57	9	4	48	31	1.55	567	150
75	 Parra, G	COL	LF	0	2	0	2	69	12	4	50	30	1.67	557	156
76	 Conforto, M	NYM	LF	4	3	0	2	108	26	0	34	38	0.89	871	205
77	 Gregorius, D	NYY	SS	0	1	0	2	59	11	2	38	37	1.03	498	139
77	 Harrison, J	PIT	2B	0	10	2	2	97	18	1	51	62	0.82	898	234
77	 Hazelbaker, J	ARI	CF	1	0	0	0	14	3	0	5	5	1.00	113	29
80	 Goldschmidt, P	ARI	1B	8	4	0	0	119	28	4	52	52	1.00	1030	254
81	 Montero, M	CHC	C	1	0	0	1	33	5	2	14	20	0.70	309	79
81	 Peralta, D	ARI	RF	0	2	0	1	80	16	4	71	29	2.45	706	195
83	 Andrus, E	TEX	SS	0	1	0	1	106	23	11	74	55	1.35	864	240
84	 LaStella, T	CHC	3B	0	0	0	0	12	3	0	7	7	1.00	137	31
84	 Ray, R	ARI	P	0	0	4	0	8	1	0	11	1	11.00	92	27
86	 Inciarte, E	ATL	CF	3	0	1	1	102	17	2	68	65	1.05	875	259
87	 Sano, M	MIN	3B	2	0	0	0	108	24	4	24	26	0.92	884	210
88	 DArnaud, C	SD	3B	1	0	0	0	12	2	0	6	5	1.20	126	36
89	 Wolters, T	COL	C	4	2	0	0	38	6	5	37	18	2.06	466	121
90	 Sanchez, Y	CWS	2B	1	0	1	1	62	12	3	43	31	1.39	610	157
91	 Chacin, J	SD	P	0	0	2	0	6	0	0	6	5	1.20	86	22
91	 Diaz, E	PIT	C	0	0	0	0	11	3	0	5	5	1.00	98	23
93	 Pollock, A	ARI	CF	0	0	0	0	70	17	4	50	33	1.52	613	163
94	 Cruz, N	SEA	DH	0	2	0	4	110	24	4	52	50	1.04	902	227
95	 Alonso, Y	OAK	1B	3	1	0	0	100	24	2	26	42	0.62	684	172
96	 Eaton, A	WSH	CF	0	1	0	1	42	10	0	27	20	1.35	443	107
96	 Jay, J	CHC	CF	2	4	1	1	34	6	5	33	17	1.94	455	107
98	 Garcia, L	CWS	CF	0	5	2	1	76	15	3	66	26	2.54	602	177
99	 Merrifield, W	KC	2B	0	2	1	1	68	12	4	42	44	0.95	626	156
100	 Owings, C	ARI	SS	0	0	1	1	92	19	1	49	50	0.98	756	217
101	 Pham, T	STL	CF	0	2	0	2	46	10	4	27	13	2.08	422	105
102	 Nava, D	PHI	LF	0	2	0	1	27	5	2	21	15	1.40	294	76
103	 Reynolds, M	COL	1B	0	1	0	1	107	20	6	56	37	1.51	924	224
104	 Altherr, A	PHI	RF	1	5	0	0	85	21	5	44	27	1.63	689	178
105	 Phillips, B	ATL	2B	1	4	0	0	70	13	9	64	42	1.52	651	187
106	 Bour, J	MIA	1B	1	1	0	1	112	24	6	58	34	1.71	851	214
107	 Machado, D	DET	SS	0	0	1	0	18	2	1	17	15	1.13	216	55
107	 Mancini, T	BAL	DH	0	1	0	2	69	15	3	36	26	1.38	594	148
109	 Lowrie, J	OAK	2B	0	2	0	1	99	25	4	46	70	0.66	875	228
110	 Pedroia, D	BOS	2B	1	1	2	2	65	11	3	58	53	1.09	772	197
111	 Shaw, T	MIL	3B	1	1	0	1	107	27	7	64	39	1.64	861	218
112	 Martinez, J	DET	RF	3	0	0	1	57	15	5	22	17	1.29	342	88
113	 Ramirez, J	CLE	3B	1	0	0	2	95	21	7	57	63	0.90	894	221
114	 DeJong, P	STL	3B	0	0	0	0	14	3	1	9	5	1.80	125	31
115	 Prado, M	MIA	3B	0	0	0	1	28	4	3	23	19	1.21	324	73
116	 Realmuto, J	MIA	C	3	2	0	0	74	13	3	48	49	0.98	746	196
117	 Nunez, E	SF	3B	0	0	1	2	86	17	5	77	60	1.28	761	223
117	 Stanton, G	MIA	RF	3	0	0	1	120	29	6	58	44	1.32	925	236
119	 Arenado, N	COL	3B	2	3	0	4	128	34	10	58	76	0.76	985	253
120	 Carrera, E	TOR	LF	0	0	3	0	59	7	1	54	24	2.25	695	165
121	 Hernandez, C	PHI	2B	0	1	0	0	92	16	3	63	51	1.24	960	243
121	 Pina, M	MIL	C	0	2	1	0	47	11	2	32	31	1.03	468	120
123	 Rendon, A	WSH	3B	1	0	0	0	99	23	2	43	63	0.68	991	220
124	 Cordoba, A	SD	LF	0	1	0	1	46	7	0	30	24	1.25	426	115
125	 Mauer, J	MIN	1B	1	1	0	0	74	15	6	56	52	1.08	815	198
126	 Suarez, E	CIN	3B	0	2	0	1	101	23	6	63	37	1.70	924	225
127	 Bonifacio, J	KC	RF	0	0	0	1	65	13	3	27	32	0.84	540	138
127	 Bumgarner, M	SF	P	0	0	0	0	8	2	0	2	2	1.00	33	8
127	 Stroman, M	TOR	P	0	0	0	0	6	2	0	1	0	*.**	30	7
130	 LeMahieu, D	COL	2B	0	3	2	0	84	14	5	91	44	2.07	975	255
131	 Torreyes, R	NYY	SS	0	0	1	0	37	5	1	31	30	1.03	320	105
132	 Drury, B	ARI	2B	0	2	0	1	80	19	6	53	41	1.29	717	195
133	 Schoop, J	BAL	2B	0	5	0	3	96	25	7	55	54	1.02	761	213
134	 Smoak, J	TOR	1B	0	0	0	2	103	22	5	52	50	1.04	816	205
134	 Valencia, D	SEA	1B	0	0	0	2	80	16	9	54	47	1.15	810	204
136	 Markakis, N	ATL	RF	4	4	0	1	76	14	8	70	43	1.63	948	237
137	 Cano, R	SEA	2B	4	0	0	2	93	20	8	71	50	1.42	740	208
138	 Escobar, Y	LAA	3B	0	0	0	0	72	13	8	76	34	2.24	684	186
139	 Ellsbury, J	NYY	CF	0	1	2	0	57	11	3	47	30	1.57	554	153
140	 Votto, J	CIN	1B	4	3	0	3	112	28	4	63	55	1.15	967	248
141	 Gordon, D	MIA	2B	0	7	0	1	76	11	5	88	43	2.05	854	240
142	 Heredia, G	SEA	LF	0	3	0	0	59	7	8	63	37	1.70	596	171
143	 Lamb, J	ARI	3B	6	1	0	1	118	28	4	54	37	1.46	948	242
144	 Abreu, J	CWS	1B	0	3	0	0	103	22	7	64	58	1.10	928	233
145	 Donaldson, J	TOR	3B	0	0	0	0	39	10	1	16	11	1.45	276	69
145	 Martinez, J	STL	1B	0	0	1	0	24	5	1	21	10	2.10	235	65
147	 Wieters, M	WSH	C	3	1	0	0	68	14	5	41	43	0.95	623	174
148	 Healy, R	OAK	DH	0	0	0	0	106	25	3	46	54	0.85	853	221
149	 Wong, K	STL	2B	7	4	1	1	55	14	3	47	34	1.38	588	157
150	 Adams, M	ATL	1B	2	0	0	1	56	13	2	25	23	1.09	470	115
150	 Springer, G	HOU	RF	0	3	0	0	116	24	5	66	39	1.69	969	241
152	 Rivera, R	NYM	C	2	1	0	1	38	6	1	20	25	0.80	399	107
153	 Hechavarria, A	MIA	SS	0	0	1	0	25	4	1	22	18	1.22	215	67
154	 Zimmer, B	CLE	CF	0	0	0	0	26	7	0	12	6	2.00	207	53
155	 Barnhart, T	CIN	C	3	1	4	2	47	11	6	50	27	1.85	463	139
156	 Mazara, N	TEX	RF	3	2	0	1	88	20	3	53	54	0.98	860	221
157	 AlmoraJr, A	CHC	CF	0	0	1	0	43	8	3	41	22	1.86	423	114
158	 Hernandez, M	BOS	2B	0	1	0	0	19	3	0	18	9	2.00	234	60
159	 Gattis, E	HOU	C	0	3	0	2	55	12	3	32	45	0.71	489	143
160	 Cabrera, M	DET	1B	5	2	0	1	68	15	5	39	44	0.89	711	185
161	 Riddle, J	MIA	SS	0	0	2	4	43	11	1	27	26	1.04	370	104
162	 Grandal, Y	LAD	C	0	0	1	1	79	20	8	55	35	1.57	718	190
163	 Wainwright, A	STL	P	0	0	2	0	13	3	2	11	4	2.75	71	24
164	 Duvall, A	CIN	LF	0	2	0	3	113	26	1	42	61	0.69	916	233
165	 Perez, H	MIL	SS	0	0	0	2	84	20	6	59	47	1.26	647	191
166	 Holliday, M	NYY	DH	0	2	0	2	93	21	6	48	31	1.55	868	205
167	 Aguilar, J	MIL	1B	0	2	0	0	56	15	3	31	11	2.82	512	118
168	 Seager, C	LAD	SS	2	1	0	1	89	20	5	58	47	1.23	942	241
169	 Toles, A	LAD	LF	0	1	0	0	44	8	3	37	20	1.85	382	102
170	 Narvaez, O	CWS	C	0	0	1	0	25	2	2	31	20	1.55	429	101
171	 DeShields, D	TEX	LF	0	1	4	2	41	6	0	29	26	1.12	601	141
172	 Gennett, S	CIN	2B	0	1	0	0	50	12	2	29	24	1.21	432	117
172	 Goodwin, B	WSH	RF	0	0	0	1	18	5	1	8	12	0.67	140	39
172	 Pillar, K	TOR	CF	0	3	2	1	96	21	5	70	69	1.01	867	244
175	 Ahmed, N	ARI	SS	2	0	0	0	57	12	3	31	33	0.94	463	133
175	 Barnes, A	LAD	C	0	0	0	0	32	10	2	19	16	1.19	309	74
175	 Cespedes, Y	NYM	LF	0	0	0	1	39	10	1	10	24	0.42	318	75
178	 Maldonado, M	LAA	C	0	8	4	0	60	11	3	41	37	1.11	626	172
179	 Taylor, M	WSH	CF	0	0	0	1	67	15	1	24	32	0.75	543	151
180	 Gardner, B	NYY	LF	0	1	1	1	100	23	2	47	52	0.90	941	221
181	 Santana, D	MIL	RF	1	1	0	1	88	19	4	43	38	1.13	870	210
182	 Duda, L	NYM	1B	3	1	0	0	71	19	5	29	32	0.91	583	140
183	 Kepler, M	MIN	RF	1	2	0	1	86	21	0	39	58	0.67	790	210
184	 Benintendi, A	BOS	CF	3	3	1	5	83	15	10	60	70	0.86	872	232
185	 Smith, S	BAL	RF	1	2	0	1	54	11	1	27	34	0.79	602	138
186	 Gurriel, Y	HOU	1B	0	5	0	2	77	17	4	55	59	0.93	609	192
187	 Jackson, A	CLE	CF	0	0	0	3	28	9	2	15	16	0.94	282	66
188	 Lindor, F	CLE	SS	2	1	4	2	110	28	5	59	72	0.82	865	241
189	 Bryant, K	CHC	3B	1	4	0	1	108	27	1	42	58	0.72	971	242
189	 Cain, L	KC	CF	1	2	0	1	76	15	8	63	54	1.17	896	229
191	 Thames, E	MIL	1B	4	4	0	0	104	26	1	39	37	1.05	940	217
192	 Simmons, A	LAA	SS	0	1	0	2	87	16	9	90	59	1.53	854	244
192	 Trumbo, M	BAL	DH	0	0	0	0	92	17	3	55	65	0.85	851	238
194	 Gonzalez, E	CLE	SS	0	0	1	0	4	0	0	5	1	5.00	60	16
194	 Grossman, R	MIN	DH	0	2	0	0	60	12	3	47	28	1.68	659	167
194	 Tomlinson, K	SF	2B	0	0	1	0	8	0	1	7	10	0.70	113	32
197	 Desmond, I	COL	1B	1	2	1	1	49	8	5	46	19	2.42	488	136
197	 SouzaJr, S	TB	RF	0	2	1	1	93	21	3	44	36	1.22	924	228
199	 Morales, K	TOR	DH	1	1	0	1	97	22	11	77	43	1.79	847	218
200	 Baez, J	CHC	2B	5	1	3	2	75	16	2	45	33	1.36	561	163
201	 Beckham, T	TB	SS	0	1	1	1	89	14	3	45	38	1.18	883	222
201	 Yelich, C	MIA	CF	2	3	0	3	83	14	6	81	41	1.98	995	238
203	 Mercer, J	PIT	SS	6	0	0	0	76	14	8	66	53	1.25	884	219
204	 Crawford, B	SF	SS	1	0	0	4	67	16	3	48	44	1.09	634	174
204	 Young, C	BOS	LF	0	0	0	1	41	9	2	29	31	0.94	466	121
206	 Betts, M	BOS	RF	2	1	0	0	101	26	6	67	75	0.89	979	242
206	 Polanco, G	PIT	LF	1	1	0	0	58	14	1	45	40	1.13	620	161
208	 Martinez, V	DET	DH	2	3	0	2	71	13	7	58	58	1.00	815	208
208	 Reddick, J	HOU	RF	0	0	0	4	79	17	4	43	72	0.60	804	209
210	 Moreland, M	BOS	1B	3	2	0	1	83	22	6	57	39	1.46	885	216
211	 Walker, N	NYM	2B	1	1	0	2	92	22	3	51	70	0.73	826	229
212	 Gonzalez, A	LAD	1B	1	0	0	2	54	12	6	47	45	1.04	603	167
212	 Peterson, S	TB	LF	0	1	0	0	15	3	0	6	10	0.60	147	41
214	 Braun, R	MIL	LF	1	0	0	0	54	13	3	33	21	1.57	454	117
215	 Rickard, J	BAL	LF	0	0	0	0	29	5	0	15	25	0.60	371	88
215	 Werth, J	WSH	LF	1	1	0	0	75	14	3	37	47	0.79	862	196
217	 Knapp, A	PHI	C	1	0	0	0	31	8	3	23	7	3.29	309	75
217	 Turner, T	WSH	SS	0	1	0	1	82	18	4	59	48	1.23	793	204
219	 Anderson, T	CWS	SS	0	1	1	0	79	14	3	57	43	1.33	754	206
219	 Moustakas, M	KC	3B	1	1	0	0	103	23	3	48	67	0.72	807	211
221	 Chisenhall, L	CLE	CF	1	1	2	2	50	13	4	30	26	1.15	410	107
221	 Smith, M	TB	LF	0	0	0	0	7	1	0	12	2	6.00	83	26
221	 Span, D	SF	CF	0	1	0	0	56	13	3	45	43	1.05	539	148
224	 Rivera, T	NYM	1B	0	3	1	1	37	9	1	25	33	0.76	362	107
225	 Garcia, G	STL	3B	0	1	3	0	26	5	3	25	16	1.56	352	88
226	 Myers, W	SD	1B	1	1	0	2	110	26	9	56	50	1.12	972	242
227	 Margot, M	SD	CF	0	0	0	2	72	13	1	58	43	1.35	731	200
227	 Travis, D	TOR	2B	0	2	1	2	81	23	5	55	52	1.06	747	197
229	 Sanchez, G	NYY	C	0	3	0	0	48	8	2	25	28	0.89	487	123
230	 Davidson, M	CWS	3B	0	0	0	1	72	15	8	26	30	0.87	619	149
231	 Cabrera, M	CWS	LF	0	1	0	3	78	13	5	75	58	1.29	841	224
232	 Vargas, K	MIN	DH	0	0	0	1	43	10	3	26	22	1.18	374	93
233	 Aoki, N	HOU	LF	1	0	1	3	38	5	7	58	24	2.42	528	134
234	 Cervelli, F	PIT	C	0	2	0	1	61	15	3	47	37	1.27	688	174
235	 Freese, D	PIT	3B	2	3	0	2	51	9	3	41	29	1.41	607	147
235	 Graterol, J	LAA	C	0	0	0	0	9	1	2	14	8	1.75	92	31
235	 Upton, J	DET	LF	1	2	0	0	93	23	4	36	44	0.82	895	214
238	 Lucroy, J	TEX	C	0	2	0	1	60	13	7	70	43	1.63	599	170
239	 Kim, H	BAL	LF	0	1	0	0	23	4	0	21	15	1.40	313	74
240	 Diaz, A	STL	SS	1	0	0	1	83	19	5	60	70	0.86	804	222
240	 Rosario, E	MIN	LF	0	0	3	1	72	15	5	58	44	1.32	702	188
242	 Molina, Y	STL	C	2	2	1	5	75	15	4	60	62	0.97	741	207
243	 Seager, K	SEA	3B	3	1	0	3	79	16	3	45	72	0.63	945	232
244	 Blanco, G	ARI	OF	0	0	0	0	20	3	0	15	17	0.88	274	66
245	 Bregman, A	HOU	3B	0	3	1	2	79	17	9	53	61	0.87	807	215
246	 Perez, S	KC	C	1	3	0	3	91	19	8	39	81	0.48	780	211
247	 Contreras, W	CHC	C	1	3	0	2	63	15	7	49	28	1.75	664	169
247	 Garcia, A	ATL	3B	0	2	0	1	54	8	8	63	39	1.62	622	159
249	 Heyward, J	CHC	RF	0	1	0	1	61	10	3	51	43	1.19	615	169
250	 Ramirez, H	BOS	DH	2	3	0	0	69	13	6	48	44	1.09	739	192
251	 Rasmus, C	TB	LF	1	0	0	0	49	12	1	16	16	1.00	338	93
252	 Joseph, C	BAL	C	0	1	0	0	39	10	4	28	24	1.17	345	97
253	 Jones, A	BAL	CF	0	1	0	0	89	16	5	52	66	0.79	815	223
253	 Peraza, J	CIN	2B	0	5	0	0	71	11	1	67	61	1.10	754	220
255	 Hamilton, B	CIN	CF	0	0	2	1	72	10	2	64	57	1.12	1011	242
255	 Kiermaier, K	TB	CF	2	2	4	0	90	18	1	63	45	1.40	999	251
257	 Bellinger, C	LAD	LF	2	0	0	1	80	19	1	19	38	0.50	689	160
258	 Polanco, J	MIN	SS	0	0	1	4	64	14	2	47	71	0.66	756	198
259	 Alcantara, A	CIN	2B	0	0	0	0	21	4	1	15	7	2.14	216	57
259	 Bandy, J	MIL	C	0	2	0	0	52	12	4	28	33	0.85	493	124
259	 Beltran, C	HOU	DH	0	2	0	1	81	19	3	52	49	1.06	807	207
259	 Bonilla, L	CIN	P	0	1	0	0	1	0	0	1	1	1.00	20	6
259	 Cahill, T	SD	P	0	0	3	0	3	1	0	7	0	*.**	42	12
259	 Camargo, J	ATL	2B	1	0	0	0	9	3	1	6	4	1.50	72	21
259	 Gutierrez, F	LAD	LF	0	0	0	0	15	4	2	13	6	2.17	177	41
259	 Iglesias, J	DET	SS	0	0	1	0	62	16	3	52	48	1.08	654	172
259	 Marisnick, J	HOU	CF	0	3	0	0	39	8	1	13	15	0.87	350	86
259	 McCann, B	HOU	C	2	1	0	1	57	11	7	52	32	1.63	580	151
259	 Miley, W	BAL	P	0	0	0	0	1	0	0	2	0	*.**	14	4
259	 Peralta, W	MIL	P	0	0	1	0	3	0	0	2	5	0.40	41	14
259	 Rusin, C	COL	P	0	0	0	0	1	0	0	2	0	*.**	12	4
259	 Ryu, H	LAD	P	0	1	1	0	4	1	0	4	1	4.00	64	16
259	 Segedin, R	LAD	1B	0	0	0	0	1	0	0	1	0	*.**	15	4
259	 SmithJr, D	TOR	LF	0	0	0	0	2	1	0	1	0	*.**	27	5
259	 Solarte, Y	SD	2B	2	4	0	2	72	13	8	72	65	1.11	765	231
259	 Syndergaard, N	NYM	P	0	0	1	0	2	0	0	2	1	2.00	47	12
259	 Tomlin, J	CLE	P	0	0	0	0	1	0	0	1	0	*.**	16	4
259	 Volquez, E	MIA	P	0	0	2	0	4	0	0	5	3	1.67	58	18
279	 Joseph, T	PHI	1B	0	2	0	2	82	19	9	55	40	1.38	707	190
280	 Romine, A	DET	1B	0	2	2	0	51	11	3	45	36	1.25	602	155
281	 Longoria, E	TB	3B	2	0	0	4	94	22	8	72	64	1.13	934	255
282	 Bruce, J	NYM	RF	0	1	0	2	102	25	8	47	71	0.66	884	232
282	 Pujols, A	LAA	DH	3	0	0	1	84	15	6	69	55	1.25	863	222
284	 Panik, J	SF	2B	2	3	0	3	71	16	4	71	58	1.22	873	222
285	 Suzuki, K	ATL	C	2	7	1	2	33	8	3	27	24	1.13	344	97
286	 Gomez, C	TEX	CF	0	3	1	2	60	16	1	32	35	0.91	608	164
287	 Rutledge, J	BOS	3B	0	1	0	0	17	1	0	20	15	1.33	281	71
288	 Arcia, O	MIL	SS	2	1	1	0	66	12	2	58	46	1.26	687	195
289	 Choo, S	TEX	DH	0	3	1	2	70	12	9	69	32	2.16	851	210
290	 Pinder, C	OAK	2B	0	1	0	0	46	13	1	14	21	0.67	333	87
291	 Piscotty, S	STL	RF	0	3	0	1	43	9	3	41	26	1.58	574	142
291	 Spangenberg, C	SD	3B	0	0	2	1	35	5	2	36	25	1.44	468	122
293	 Cabrera, A	NYM	SS	0	3	0	0	54	11	6	54	43	1.26	627	169
294	 Hanigan, R	COL	C	0	0	0	0	12	1	0	14	5	2.80	132	38
294	 Martin, R	TOR	C	0	4	0	0	45	8	4	35	16	2.19	589	137
294	 Morrison, L	TB	1B	5	1	0	3	102	25	5	50	47	1.06	866	219
297	 Herrera, O	PHI	CF	3	1	0	1	83	23	4	63	46	1.37	862	219
298	 Maybin, C	LAA	LF	1	1	0	0	58	13	9	68	27	2.52	780	188
299	 Tomas, Y	ARI	LF	0	0	0	1	77	20	2	45	34	1.32	662	180
299	 Tulowitzki, T	TOR	SS	1	1	0	1	31	7	4	31	28	1.11	327	92
301	 Puig, Y	LAD	RF	3	0	0	3	79	15	11	67	50	1.34	782	215
302	 Marte, S	PIT	CF	0	1	0	1	20	3	1	16	10	1.60	235	59
303	 Schebler, S	CIN	RF	1	5	0	1	101	24	1	53	49	1.08	720	207
304	 Broxton, K	MIL	CF	1	4	0	0	77	19	2	31	30	1.03	791	197
305	 Pennington, C	LAA	SS	0	0	0	1	18	0	1	19	20	0.95	352	85
306	 Pence, H	SF	RF	0	1	0	3	47	6	3	46	36	1.28	590	155
307	 Hernandez, E	LAD	CF	0	0	1	2	57	20	0	30	37	0.81	514	133
308	 Belt, B	SF	1B	0	1	0	0	93	22	2	48	55	0.87	1032	247
309	 Butera, D	KC	C	0	0	1	0	18	3	0	9	17	0.53	203	48
310	 Kinsler, I	DET	2B	0	2	0	0	58	11	1	36	62	0.58	716	181
311	 Chirinos, R	TEX	C	0	2	0	0	32	6	1	17	18	0.94	311	76
312	 Bautista, J	TOR	RF	1	4	0	3	88	19	6	45	61	0.74	1081	245
313	 Galvis, F	PHI	SS	1	2	1	3	81	20	2	56	61	0.92	880	214
314	 Robertson, D	CLE	LF	1	0	0	0	13	3	3	23	8	2.88	141	42
315	 Dozier, B	MIN	2B	4	2	0	1	82	18	3	49	63	0.78	918	233
316	 Utley, C	LAD	2B	0	3	1	1	48	10	1	45	32	1.41	561	144
317	 Freeland, K	COL	P	0	0	2	0	8	2	0	6	1	6.00	79	20
317	 Gomes, Y	CLE	C	0	3	1	0	49	13	3	33	31	1.06	535	135
317	 Happ, I	CHC	2B	0	1	0	0	35	10	2	14	13	1.08	315	77
317	 Naquin, T	CLE	CF	0	0	0	0	5	1	1	5	4	1.25	74	18
321	 Mesoraco, D	CIN	C	0	1	0	0	27	6	0	19	17	1.12	321	76
321	 Sucre, J	TB	C	0	0	1	1	23	4	0	15	23	0.65	259	69
323	 Barney, D	TOR	3B	0	0	1	0	33	5	5	35	33	1.06	418	116
324	 Rosales, A	OAK	SS	0	2	3	2	48	9	2	29	40	0.73	613	155
325	 Sandoval, P	BOS	3B	0	0	0	1	32	6	3	25	22	1.14	368	84
326	 Gonzalez, C	COL	RF	2	0	0	4	70	16	2	62	51	1.22	824	224
327	 Flaherty, R	BAL	SS	0	1	0	0	8	1	0	9	7	1.29	130	34
